Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:01:35,125,3.5,17:09,,1968,,60.80,,,
,00:01:36,125,3.5,17:09,,1968,,61.80,,,
,00:01:37,124,3.5,17:09,,1968,,62.80,,,
,00:01:38,124,3.5,17:09,,1968,,64.00,,,
,00:01:39,124,3.5,17:09,,1968,,65.00,,,
,00:01:40,124,3.5,17:09,,1968,,65.90,,,
,00:01:41,124,3.5,17:09,,1968,,66.90,,,
,00:01:42,124,3.5,17:09,,1968,,67.60,,,
,00:01:43,124,3.5,17:09,,1968,,68.50,,,
,00:01:44,124,3.5,17:09,,1968,,69.50,,,
,00:01:45,124,3.5,17:09,,1968,,70.50,,,
,00:01:46,124,3.5,17:09,,1968,,71.50,,,
,00:01:47,124,3.5,17:09,,1968,,72.60,,,
,00:01:48,124,3.5,17:09,,1968,,73.50,,,
,00:01:49,124,3.6,16:40,,1969,,74.70,,,
,00:01:50,123,3.6,16:40,,1969,,75.90,,,
,00:01:51,123,3.6,16:40,,1969,,77.20,,,
,00:01:52,123,3.7,16:13,,1969,,78.30,,,
,00:01:53,123,3.7,16:13,,1969,,79.40,,,
,00:01:54,123,3.7,16:13,,1969,,80.50,,,
,00:01:55,123,3.8,15:47,,1969,,81.70,,,
,00:01:56,123,3.8,15:47,,1969,,82.70,,,
,00:01:57,123,3.8,15:47,,1969,,83.90,,,
,00:01:58,123,3.8,15:47,,1969,,84.90,,,
,00:01:59,123,3.8,15:47,,1969,,85.90,,,
,00:02:00,123,3.8,15:47,,1969,,86.90,,,
,00:02:01,124,3.7,16:13,,1969,,87.80,,,
,00:02:02,124,3.8,15:47,,1969,,88.80,,,
,00:02:03,124,3.8,15:47,,1969,,90.10,,,
,00:02:04,124,3.8,15:47,,1969,,91.20,,,
,00:02:05,125,3.9,15:23,,1969,,92.40,,,
,00:02:06,125,3.9,15:23,,1969,,93.60,,,
,00:02:07,125,3.9,15:23,,1969,,94.80,,,
,00:02:08,125,3.9,15:23,,1969,,95.80,,,
,00:02:09,125,3.9,15:23,,1969,,97.00,,,
,00:02:10,126,3.9,15:23,,1969,,98.10,,,
,00:02:11,126,3.9,15:23,,1969,,99.10,,,
,00:02:12,126,3.9,15:23,,1969,,99.80,,,
,00:02:13,127,3.8,15:47,,1969,,100.80,,,
,00:02:14,127,3.8,15:47,,1970,,101.90,,,
,00:02:15,127,3.8,15:47,,1970,,102.80,,,
,00:02:16,127,3.8,15:47,,1970,,103.70,,,
,00:02:17,127,3.8,15:47,,1970,,104.80,,,
,00:02:18,127,3.8,15:47,,1970,,105.80,,,
,00:02:19,127,3.8,15:47,,1970,,107.00,,,
,00:02:20,127,3.8,15:47,,1970,,108.00,,,
,00:02:21,127,3.8,15:47,,1970,,109.00,,,
,00:02:22,127,3.8,15:47,,1970,,110.00,,,
,00:02:23,127,3.8,15:47,,1971,,110.80,,,
,00:02:24,126,3.7,16:13,,1971,,111.70,,,
,00:02:25,126,3.7,16:13,,1971,,112.50,,,
,00:02:26,127,3.7,16:13,,1971,,113.40,,,
,00:02:27,127,3.7,16:13,,1971,,114.30,,,
,00:02:28,128,3.6,16:40,,1971,,114.90,,,
,00:02:29,129,3.4,17:39,,1971,,115.50,,,
,00:02:30,129,3.2,18:45,,1971,,115.90,,,
,00:02:31,130,3.0,20:00,,1971,,116.10,,,
,00:02:32,131,2.5,24:00,,1971,,116.30,,,
,00:02:33,132,2.2,27:16,,1972,,116.80,,,
,00:02:34,132,2.1,28:34,,1972,,116.90,,,
,00:02:35,133,2.3,26:05,,1972,,117.20,,,
,00:02:36,133,2.4,25:00,,1972,,117.60,,,
,00:02:37,133,2.6,23:05,,1972,,118.80,,,
,00:02:38,133,2.8,21:26,,1972,,119.80,,,
,00:02:39,133,3.0,20:00,,1972,,120.90,,,
,00:02:40,133,3.1,19:21,,1972,,122.00,,,
,00:02:41,133,3.2,18:45,,1972,,123.30,,,
,00:02:42,133,3.2,18:45,,1972,,124.80,,,
,00:02:43,133,3.2,18:45,,1972,,126.20,,,
,00:02:44,133,3.3,18:11,,1973,,127.30,,,
,00:02:45,133,3.3,18:11,,1973,,128.30,,,
,00:02:46,133,3.4,17:39,,1973,,129.10,,,
,00:02:47,133,3.4,17:39,,1973,,130.30,,,
,00:02:48,133,3.5,17:09,,1973,,131.60,,,
,00:02:49,133,3.5,17:09,,1973,,132.70,,,
,00:02:50,133,3.6,16:40,,1973,,134.10,,,
,00:02:51,133,3.6,16:40,,1973,,135.30,,,
,00:02:52,132,3.6,16:40,,1973,,136.70,,,
,00:02:53,132,3.7,16:13,,1974,,138.10,,,
,00:02:54,132,3.7,16:13,,1974,,139.50,,,
,00:02:55,132,3.8,15:47,,1974,,140.60,,,
,00:02:56,132,3.8,15:47,,1974,,141.50,,,
,00:02:57,132,3.7,16:13,,1974,,142.10,,,
,00:02:58,132,3.6,16:40,,1974,,142.80,,,
,00:02:59,132,3.5,17:09,,1974,,143.10,,,
,00:03:00,132,0.0,00:00,,1974,,143.10,,,
,00:03:01,132,0.0,00:00,,1974,,143.10,,,
,00:03:02,132,0.0,00:00,,1974,,143.10,,,
,00:03:03,132,0.0,00:00,,1974,,143.10,,,
,00:03:04,132,0.0,00:00,,1974,,143.10,,,
,00:03:05,132,1.2,50:00,,1974,,143.10,,,
,00:03:06,131,2.0,30:00,,1974,,143.10,,,
,00:03:07,131,2.6,23:05,,1974,,143.10,,,
,00:03:08,130,2.8,21:26,,1974,,143.10,,,
,00:03:09,129,2.9,20:41,,1974,,143.10,,,
,00:03:10,127,3.0,20:00,,1974,,144.00,,,
,00:03:11,125,3.4,17:39,,1974,,145.20,,,
,00:03:12,123,3.6,16:40,,1974,,146.70,,,
,00:03:13,121,3.6,16:40,,1974,,148.00,,,
,00:03:14,121,2.9,20:41,,1974,,149.00,,,
,00:03:15,120,2.0,30:00,,1974,,149.60,,,
,00:03:16,119,1.4,42:51,,1974,,150.20,,,
,00:03:17,118,1.3,46:09,,1974,,150.50,,,
,00:03:18,117,1.6,37:30,,1974,,151.00,,,
,00:03:19,116,2.1,28:34,,1974,,151.40,,,
,00:03:20,116,2.2,27:16,,1974,,152.00,,,
,00:03:21,115,2.4,25:00,,1974,,152.50,,,
,00:03:22,115,2.6,23:05,,1974,,153.30,,,
,00:03:23,115,2.9,20:41,,1974,,154.60,,,
,00:03:24,115,3.1,19:21,,1974,,155.90,,,
,00:03:25,115,3.3,18:11,,1974,,157.20,,,
,00:03:26,115,3.4,17:39,,1974,,158.70,,,
,00:03:27,116,3.4,17:39,,1974,,159.90,,,
,00:03:28,117,3.3,18:11,,1974,,161.00,,,
,00:03:29,118,3.3,18:11,,1974,,161.80,,,
,00:03:30,118,3.4,17:39,,1974,,162.80,,,
,00:03:31,119,3.4,17:39,,1974,,163.80,,,
,00:03:32,119,3.5,17:09,,1974,,164.60,,,
,00:03:33,119,3.6,16:40,,1974,,165.70,,,
,00:03:34,119,3.6,16:40,,1974,,166.70,,,
,00:03:35,119,3.7,16:13,,1974,,167.80,,,
,00:03:36,119,3.7,16:13,,1974,,169.10,,,
,00:03:37,119,3.8,15:47,,1974,,170.40,,,
,00:03:38,118,3.8,15:47,,1974,,171.80,,,
,00:03:39,118,3.8,15:47,,1974,,172.80,,,
,00:03:40,118,3.8,15:47,,1974,,173.90,,,
,00:03:41,117,4.0,15:00,,1974,,175.10,,,
,00:03:42,117,4.0,15:00,,1974,,176.40,,,
,00:03:43,116,4.1,14:38,,1974,,177.60,,,
,00:03:44,116,4.1,14:38,,1974,,178.80,,,
,00:03:45,115,4.1,14:38,,1974,,179.90,,,
,00:03:46,115,4.0,15:00,,1974,,180.80,,,
,00:03:47,115,4.0,15:00,,1974,,181.70,,,
,00:03:48,115,3.9,15:23,,1974,,182.90,,,
,00:03:49,115,3.9,15:23,,1974,,184.10,,,
,00:03:50,115,3.9,15:23,,1974,,185.20,,,
,00:03:51,115,4.0,15:00,,1974,,186.20,,,
,00:03:52,115,4.0,15:00,,1974,,187.30,,,
,00:03:53,115,4.0,15:00,,1974,,188.30,,,
,00:03:54,115,4.0,15:00,,1974,,189.30,,,
,00:03:55,115,4.0,15:00,,1974,,190.50,,,
,00:03:56,115,4.0,15:00,,1974,,191.80,,,
,00:03:57,115,4.0,15:00,,1974,,193.00,,,
,00:03:58,115,4.0,15:00,,1974,,194.10,,,
,00:03:59,115,4.0,15:00,,1974,,195.20,,,
,00:04:00,115,4.0,15:00,,1973,,196.30,,,
,00:04:01,114,4.0,15:00,,1973,,197.50,,,
,00:04:02,114,4.0,15:00,,1973,,198.80,,,
,00:04:03,114,4.1,14:38,,1973,,200.20,,,
,00:04:04,114,4.1,14:38,,1973,,201.90,,,
,00:04:05,114,4.3,13:57,,1973,,203.20,,,
,00:04:06,114,4.3,13:57,,1973,,204.60,,,
,00:04:07,114,4.3,13:57,,1973,,206.00,,,
,00:04:08,114,4.4,13:38,,1973,,207.40,,,
,00:04:09,113,4.5,13:20,,1973,,209.00,,,
,00:04:10,113,4.6,13:03,,1973,,210.60,,,
,00:04:11,113,4.6,13:03,,1973,,212.20,,,
,00:04:12,113,4.7,12:46,,1973,,213.30,,,
,00:04:13,113,4.7,12:46,,1973,,214.40,,,
,00:04:14,113,4.7,12:46,,1973,,215.60,,,
,00:04:15,113,4.7,12:46,,1973,,217.00,,,
,00:04:16,113,4.7,12:46,,1973,,218.50,,,
,00:04:17,113,4.7,12:46,,1973,,219.90,,,
,00:04:18,113,4.7,12:46,,1973,,221.10,,,
,00:04:19,113,4.7,12:46,,1973,,222.20,,,
,00:04:20,113,4.7,12:46,,1973,,223.40,,,
,00:04:21,113,4.7,12:46,,1973,,224.90,,,
,00:04:22,113,4.7,12:46,,1973,,226.40,,,
,00:04:23,112,4.8,12:30,,1973,,227.70,,,
,00:04:24,112,4.7,12:46,,1973,,228.90,,,
,00:04:25,112,4.6,13:03,,1973,,229.90,,,
,00:04:26,112,4.5,13:20,,1973,,231.00,,,
,00:04:27,112,4.4,13:38,,1973,,231.90,,,
,00:04:28,112,4.2,14:17,,1973,,233.10,,,
,00:04:29,113,4.2,14:17,,1973,,234.10,,,
,00:04:30,113,4.1,14:38,,1973,,235.20,,,
,00:04:31,113,4.1,14:38,,1973,,236.00,,,
,00:04:32,113,4.1,14:38,,1973,,236.90,,,
,00:04:33,113,4.1,14:38,,1973,,238.00,,,
,00:04:34,113,4.1,14:38,,1973,,239.40,,,
,00:04:35,113,4.2,14:17,,1973,,240.70,,,
,00:04:36,114,4.3,13:57,,1973,,242.10,,,
,00:04:37,114,4.3,13:57,,1973,,243.30,,,
,00:04:38,114,4.4,13:38,,1973,,244.80,,,
,00:04:39,114,4.5,13:20,,1973,,246.20,,,
,00:04:40,113,4.5,13:20,,1973,,247.70,,,
,00:04:41,113,4.5,13:20,,1973,,249.20,,,
,00:04:42,113,4.6,13:03,,1973,,250.50,,,
,00:04:43,113,4.5,13:20,,1973,,251.80,,,
,00:04:44,113,4.6,13:03,,1973,,252.90,,,
,00:04:45,113,4.6,13:03,,1973,,254.30,,,
,00:04:46,113,4.5,13:20,,1973,,255.70,,,
,00:04:47,113,4.5,13:20,,1973,,256.60,,,
,00:04:48,113,4.5,13:20,,1973,,257.80,,,
,00:04:49,112,4.5,13:20,,1973,,259.10,,,
,00:04:50,112,4.5,13:20,,1973,,260.30,,,
,00:04:51,112,4.5,13:20,,1973,,261.50,,,
,00:04:52,112,4.5,13:20,,1973,,262.80,,,
,00:04:53,112,4.5,13:20,,1973,,264.10,,,
,00:04:54,112,4.6,13:03,,1973,,265.50,,,
,00:04:55,112,4.6,13:03,,1973,,266.70,,,
,00:04:56,113,4.5,13:20,,1973,,268.10,,,
,00:04:57,113,4.5,13:20,,1973,,269.00,,,
,00:04:58,113,4.5,13:20,,1973,,270.00,,,
,00:04:59,113,4.5,13:20,,1973,,271.10,,,
,00:05:00,112,4.5,13:20,,1973,,272.30,,,
,00:05:01,112,4.4,13:38,,1973,,273.40,,,
,00:05:02,112,4.4,13:38,,1973,,274.50,,,
,00:05:03,111,4.3,13:57,,1973,,275.20,,,
,00:05:04,111,4.3,13:57,,1973,,276.20,,,
,00:05:05,110,4.2,14:17,,1973,,277.50,,,
,00:05:06,110,4.1,14:38,,1973,,278.70,,,
,00:05:07,110,4.1,14:38,,1973,,279.60,,,
,00:05:08,109,4.0,15:00,,1973,,280.30,,,
,00:05:09,109,4.0,15:00,,1973,,281.10,,,
,00:05:10,109,3.9,15:23,,1973,,282.10,,,
,00:05:11,108,3.9,15:23,,1973,,283.10,,,
,00:05:12,108,3.9,15:23,,1973,,284.40,,,
,00:05:13,108,3.9,15:23,,1973,,285.40,,,
,00:05:14,107,3.9,15:23,,1973,,286.40,,,
,00:05:15,107,3.9,15:23,,1973,,287.70,,,
,00:05:16,107,3.9,15:23,,1973,,288.70,,,
,00:05:17,107,3.9,15:23,,1973,,289.30,,,
,00:05:18,106,3.8,15:47,,1973,,289.50,,,
,00:05:19,106,0.0,00:00,,1973,,289.50,,,
,00:05:20,106,0.0,00:00,,1973,,289.50,,,
,00:05:21,105,0.0,00:00,,1973,,289.50,,,
,00:05:22,105,0.0,00:00,,1973,,289.50,,,
,00:05:23,105,0.0,00:00,,1973,,289.50,,,
,00:05:24,105,0.0,00:00,,1973,,289.50,,,
,00:05:25,106,0.0,00:00,,1973,,289.50,,,
,00:05:26,106,0.0,00:00,,1973,,289.50,,,
,00:05:27,106,0.0,00:00,,1973,,289.50,,,
,00:05:28,107,0.0,00:00,,1973,,289.50,,,
,00:05:29,107,0.0,00:00,,1973,,289.50,,,
,00:05:30,107,0.0,00:00,,1973,,289.50,,,
,00:05:31,107,0.0,00:00,,1973,,289.50,,,
,00:05:32,106,0.0,00:00,,1973,,289.50,,,
,00:05:33,106,0.0,00:00,,1973,,289.50,,,
,00:05:34,107,0.0,00:00,,1973,,289.50,,,
,00:05:35,108,0.0,00:00,,1973,,289.50,,,
,00:05:36,108,0.0,00:00,,1973,,289.50,,,
,00:05:37,109,0.0,00:00,,1973,,289.50,,,
,00:05:38,109,0.0,00:00,,1973,,289.50,,,
,00:05:39,110,0.0,00:00,,1973,,289.50,,,
,00:05:40,110,0.0,00:00,,1973,,289.50,,,
,00:05:41,110,0.0,00:00,,1973,,289.50,,,
,00:05:42,111,0.0,00:00,,1973,,289.50,,,
,00:05:43,111,0.0,00:00,,1973,,289.50,,,
,00:05:44,111,0.0,00:00,,1973,,289.50,,,
,00:05:45,111,0.0,00:00,,1973,,289.50,,,
,00:05:46,111,0.0,00:00,,1973,,289.50,,,
,00:05:47,111,0.0,00:00,,1973,,289.50,,,
,00:05:48,110,0.0,00:00,,1973,,289.50,,,
,00:05:49,109,0.0,00:00,,1973,,289.50,,,
,00:05:50,108,0.0,00:00,,1973,,289.50,,,
,00:05:51,106,0.0,00:00,,1973,,289.50,,,
,00:05:52,106,0.0,00:00,,1973,,289.50,,,
,00:05:53,106,0.0,00:00,,1973,,289.50,,,
,00:05:54,106,0.0,00:00,,1973,,289.50,,,
,00:05:55,106,0.9,66:40,,1973,,289.50,,,
,00:05:56,105,1.6,37:30,,1973,,289.50,,,
,00:05:57,105,1.9,31:35,,1973,,289.50,,,
,00:05:58,105,1.7,35:18,,1973,,289.50,,,
,00:05:59,104,1.3,46:09,,1973,,289.50,,,
,00:06:00,104,0.0,00:00,,1973,,289.50,,,
,00:06:01,104,0.0,00:00,,1973,,289.50,,,
,00:06:02,103,0.0,00:00,,1973,,289.50,,,
,00:06:03,103,0.0,00:00,,1973,,289.50,,,
,00:06:04,102,0.0,00:00,,1974,,289.50,,,
,00:06:05,102,0.0,00:00,,1974,,289.50,,,
,00:06:06,101,1.2,50:00,,1974,,289.50,,,
,00:06:07,101,1.6,37:30,,1974,,289.50,,,
,00:06:08,100,0.0,00:00,,1974,,289.50,,,
,00:06:09,100,0.0,00:00,,1974,,289.50,,,
,00:06:10,99,0.0,00:00,,1974,,289.50,,,
,00:06:11,99,0.0,00:00,,1974,,289.50,,,
,00:06:12,99,0.0,00:00,,1974,,289.50,,,
,00:06:13,99,0.0,00:00,,1974,,289.50,,,
,00:06:14,99,0.0,00:00,,1974,,289.50,,,
,00:06:15,99,0.0,00:00,,1974,,289.50,,,
,00:06:16,99,0.0,00:00,,1974,,289.50,,,
,00:06:17,99,0.0,00:00,,1974,,289.50,,,
,00:06:18,100,0.0,00:00,,1974,,289.50,,,
,00:06:19,101,0.0,00:00,,1974,,289.50,,,
,00:06:20,100,0.0,00:00,,1974,,289.50,,,
,00:06:21,100,0.0,00:00,,1974,,289.50,,,
,00:06:22,100,0.0,00:00,,1974,,289.50,,,
,00:06:23,99,0.0,00:00,,1974,,289.50,,,
,00:06:24,99,0.0,00:00,,1974,,289.50,,,
,00:06:25,99,0.0,00:00,,1974,,289.50,,,
,00:06:26,99,0.0,00:00,,1974,,289.50,,,
,00:06:27,99,0.0,00:00,,1974,,289.50,,,
,00:06:28,98,0.0,00:00,,1974,,289.50,,,
,00:06:29,98,0.0,00:00,,1974,,289.50,,,
,00:06:30,97,0.0,00:00,,1974,,289.50,,,
,00:06:31,97,0.0,00:00,,1974,,289.50,,,
,00:06:32,97,0.0,00:00,,1974,,289.50,,,
,00:06:33,96,0.0,00:00,,1974,,289.50,,,
,00:06:34,96,0.0,00:00,,1974,,289.50,,,
,00:06:35,96,1.1,54:33,,1974,,289.50,,,
,00:06:36,96,0.0,00:00,,1974,,289.50,,,
,00:06:37,96,0.0,00:00,,1974,,289.50,,,
,00:06:38,95,0.0,00:00,,1974,,289.50,,,
,00:06:39,95,0.0,00:00,,1974,,289.50,,,
,00:06:40,95,0.0,00:00,,1974,,289.50,,,
,00:06:41,95,0.0,00:00,,1974,,289.50,,,
,00:06:42,95,0.0,00:00,,1974,,289.50,,,
,00:06:43,94,0.0,00:00,,1974,,289.50,,,
,00:06:44,94,0.0,00:00,,1974,,289.50,,,
,00:06:45,94,0.0,00:00,,1974,,289.50,,,
,00:06:46,94,0.0,00:00,,1974,,289.50,,,
,00:06:47,94,0.0,00:00,,1974,,289.50,,,
,00:06:48,93,0.0,00:00,,1974,,289.50,,,
,00:06:49,93,0.0,00:00,,1974,,289.50,,,
,00:06:50,93,0.0,00:00,,1974,,289.50,,,
,00:06:51,93,0.0,00:00,,1974,,289.50,,,
,00:06:52,92,0.0,00:00,,1974,,289.50,,,
,00:06:53,91,0.0,00:00,,1974,,289.50,,,
,00:06:54,92,0.0,00:00,,1974,,289.50,,,
,00:06:55,92,0.0,00:00,,1974,,289.50,,,
,00:06:56,92,0.0,00:00,,1974,,289.50,,,
,00:06:57,93,0.0,00:00,,1974,,289.50,,,
,00:06:58,93,0.0,00:00,,1974,,289.50,,,
,00:06:59,94,0.0,00:00,,1974,,289.50,,,
,00:07:00,96,0.0,00:00,,1974,,289.50,,,
,00:07:01,97,0.0,00:00,,1974,,289.50,,,
,00:07:02,98,0.0,00:00,,1974,,289.50,,,
,00:07:03,99,0.0,00:00,,1974,,289.50,,,
,00:07:04,100,0.0,00:00,,1974,,289.50,,,
,00:07:05,101,0.0,00:00,,1974,,289.50,,,
,00:07:06,103,0.0,00:00,,1974,,289.50,,,
,00:07:07,104,0.0,00:00,,1974,,289.50,,,
,00:07:08,105,0.0,00:00,,1974,,289.50,,,
,00:07:09,106,0.0,00:00,,1974,,289.50,,,
,00:07:10,106,1.2,50:00,,1974,,289.50,,,
,00:07:11,105,2.1,28:34,,1974,,289.50,,,
,00:07:12,106,3.1,19:21,,1974,,289.50,,,
,00:07:13,107,3.8,15:47,,1974,,290.00,,,
,00:07:14,107,4.0,15:00,,1974,,291.20,,,
,00:07:15,107,4.1,14:38,,1974,,292.70,,,
,00:07:16,107,4.1,14:38,,1974,,294.30,,,
,00:07:17,107,4.2,14:17,,1974,,295.90,,,
,00:07:18,106,4.3,13:57,,1974,,297.60,,,
,00:07:19,106,4.3,13:57,,1974,,299.10,,,
,00:07:20,105,4.3,13:57,,1974,,300.60,,,
,00:07:21,105,4.3,13:57,,1974,,301.70,,,
,00:07:22,104,4.3,13:57,,1974,,302.70,,,
,00:07:23,103,4.3,13:57,,1974,,304.00,,,
,00:07:24,102,4.3,13:57,,1974,,305.20,,,
,00:07:25,101,4.2,14:17,,1974,,306.40,,,
,00:07:26,100,4.2,14:17,,1974,,307.40,,,
,00:07:27,99,4.1,14:38,,1974,,308.50,,,
,00:07:28,99,4.0,15:00,,1974,,309.70,,,
,00:07:29,99,3.9,15:23,,1974,,310.80,,,
,00:07:30,99,3.9,15:23,,1974,,311.90,,,
,00:07:31,99,3.9,15:23,,1974,,312.90,,,
,00:07:32,99,3.9,15:23,,1974,,314.00,,,
,00:07:33,100,4.0,15:00,,1974,,315.20,,,
,00:07:34,100,4.0,15:00,,1974,,316.40,,,
,00:07:35,100,4.1,14:38,,1974,,317.70,,,
,00:07:36,100,4.1,14:38,,1974,,318.90,,,
,00:07:37,100,4.1,14:38,,1974,,320.00,,,
,00:07:38,101,4.1,14:38,,1974,,321.20,,,
,00:07:39,101,4.1,14:38,,1974,,322.40,,,
,00:07:40,102,4.1,14:38,,1974,,323.70,,,
,00:07:41,102,4.2,14:17,,1974,,324.70,,,
,00:07:42,103,4.2,14:17,,1974,,325.90,,,
,00:07:43,103,4.2,14:17,,1974,,327.20,,,
,00:07:44,104,4.2,14:17,,1974,,328.40,,,
,00:07:45,104,4.2,14:17,,1974,,329.50,,,
,00:07:46,104,4.2,14:17,,1974,,330.80,,,
,00:07:47,104,4.2,14:17,,1974,,331.90,,,
,00:07:48,104,4.2,14:17,,1974,,333.20,,,
,00:07:49,104,4.2,14:17,,1974,,334.40,,,
,00:07:50,104,4.2,14:17,,1974,,335.70,,,
,00:07:51,104,4.3,13:57,,1975,,336.90,,,
,00:07:52,104,4.3,13:57,,1975,,338.10,,,
,00:07:53,104,4.3,13:57,,1975,,339.40,,,
,00:07:54,104,4.3,13:57,,1975,,340.70,,,
,00:07:55,104,4.3,13:57,,1975,,342.00,,,
,00:07:56,104,4.3,13:57,,1975,,343.30,,,
,00:07:57,104,4.3,13:57,,1975,,344.50,,,
,00:07:58,104,4.3,13:57,,1975,,345.70,,,
,00:07:59,104,4.3,13:57,,1975,,346.80,,,
,00:08:00,103,4.3,13:57,,1975,,348.20,,,
,00:08:01,102,4.4,13:38,,1975,,349.50,,,
,00:08:02,101,4.4,13:38,,1975,,350.90,,,
,00:08:03,100,4.4,13:38,,1975,,352.30,,,
,00:08:04,99,4.4,13:38,,1975,,353.40,,,
,00:08:05,98,4.4,13:38,,1975,,354.80,,,
,00:08:06,97,4.4,13:38,,1975,,356.10,,,
,00:08:07,96,4.4,13:38,,1975,,357.40,,,
,00:08:08,96,4.4,13:38,,1975,,358.70,,,
,00:08:09,95,4.4,13:38,,1975,,359.80,,,
,00:08:10,95,4.4,13:38,,1975,,360.90,,,
,00:08:11,95,4.4,13:38,,1975,,362.10,,,
,00:08:12,95,4.4,13:38,,1975,,363.20,,,
,00:08:13,95,4.4,13:38,,1975,,364.70,,,
,00:08:14,95,4.5,13:20,,1975,,365.90,,,
,00:08:15,95,4.5,13:20,,1976,,367.20,,,
,00:08:16,95,4.5,13:20,,1976,,368.60,,,
,00:08:17,94,4.5,13:20,,1976,,369.90,,,
,00:08:18,94,4.5,13:20,,1976,,371.20,,,
,00:08:19,93,4.5,13:20,,1976,,372.50,,,
,00:08:20,93,4.5,13:20,,1976,,373.70,,,
,00:08:21,93,4.5,13:20,,1976,,375.00,,,
,00:08:22,93,4.5,13:20,,1976,,376.30,,,
,00:08:23,92,4.5,13:20,,1976,,377.50,,,
,00:08:24,92,4.5,13:20,,1976,,378.70,,,
,00:08:25,93,4.5,13:20,,1977,,379.90,,,
,00:08:26,93,4.5,13:20,,1977,,381.20,,,
,00:08:27,93,4.5,13:20,,1977,,382.50,,,
,00:08:28,93,4.5,13:20,,1977,,383.70,,,
,00:08:29,93,4.5,13:20,,1977,,385.10,,,
,00:08:30,93,4.5,13:20,,1977,,386.50,,,
,00:08:31,93,4.5,13:20,,1977,,387.60,,,
,00:08:32,93,4.5,13:20,,1977,,388.90,,,
,00:08:33,93,4.5,13:20,,1977,,390.10,,,
,00:08:34,92,4.5,13:20,,1978,,391.50,,,
,00:08:35,92,4.5,13:20,,1978,,392.80,,,
,00:08:36,92,4.6,13:03,,1978,,394.00,,,
,00:08:37,91,4.6,13:03,,1978,,395.50,,,
,00:08:38,90,4.6,13:03,,1978,,396.80,,,
,00:08:39,90,4.6,13:03,,1978,,398.00,,,
,00:08:40,89,4.6,13:03,,1978,,399.50,,,
,00:08:41,89,4.6,13:03,,1978,,401.00,,,
,00:08:42,89,4.6,13:03,,1978,,402.30,,,
,00:08:43,89,4.6,13:03,,1978,,403.60,,,
,00:08:44,89,4.6,13:03,,1979,,404.80,,,
,00:08:45,88,4.6,13:03,,1979,,405.90,,,
,00:08:46,89,4.6,13:03,,1979,,407.00,,,
,00:08:47,89,4.5,13:20,,1979,,408.10,,,
,00:08:48,89,4.5,13:20,,1979,,409.20,,,
,00:08:49,89,4.5,13:20,,1979,,410.20,,,
,00:08:50,90,4.5,13:20,,1979,,411.30,,,
,00:08:51,90,4.5,13:20,,1979,,412.50,,,
,00:08:52,90,4.5,13:20,,1979,,413.70,,,
,00:08:53,90,4.5,13:20,,1979,,415.10,,,
,00:08:54,90,4.5,13:20,,1980,,416.40,,,
,00:08:55,90,4.5,13:20,,1980,,417.80,,,
,00:08:56,90,4.5,13:20,,1980,,419.00,,,
,00:08:57,90,4.5,13:20,,1980,,420.30,,,
,00:08:58,91,4.5,13:20,,1980,,421.50,,,
,00:08:59,91,4.5,13:20,,1980,,422.50,,,
,00:09:00,92,4.4,13:38,,1980,,423.60,,,
,00:09:01,92,4.4,13:38,,1980,,424.60,,,
,00:09:02,92,4.4,13:38,,1980,,425.70,,,
,00:09:03,93,4.4,13:38,,1980,,426.60,,,
,00:09:04,94,4.3,13:57,,1980,,427.50,,,
,00:09:05,94,4.3,13:57,,1980,,428.50,,,
,00:09:06,95,4.2,14:17,,1980,,429.60,,,
,00:09:07,95,4.2,14:17,,1980,,430.60,,,
,00:09:08,96,4.2,14:17,,1980,,431.80,,,
,00:09:09,96,4.2,14:17,,1980,,432.90,,,
,00:09:10,97,4.2,14:17,,1980,,434.10,,,
,00:09:11,97,4.2,14:17,,1981,,434.90,,,
,00:09:12,97,4.1,14:38,,1981,,436.00,,,
,00:09:13,97,4.0,15:00,,1981,,437.00,,,
,00:09:14,97,3.9,15:23,,1981,,438.10,,,
,00:09:15,97,3.8,15:47,,1981,,438.80,,,
,00:09:16,97,3.8,15:47,,1981,,439.70,,,
,00:09:17,97,3.7,16:13,,1981,,440.40,,,
,00:09:18,97,3.7,16:13,,1981,,441.30,,,
,00:09:19,97,3.7,16:13,,1981,,442.10,,,
,00:09:20,97,3.7,16:13,,1981,,443.10,,,
,00:09:21,98,3.7,16:13,,1981,,444.00,,,
,00:09:22,97,3.6,16:40,,1981,,444.90,,,
,00:09:23,97,3.6,16:40,,1981,,445.70,,,
,00:09:24,97,3.6,16:40,,1981,,446.80,,,
,00:09:25,97,3.6,16:40,,1981,,447.60,,,
,00:09:26,97,3.5,17:09,,1982,,448.50,,,
,00:09:27,97,3.5,17:09,,1982,,449.20,,,
,00:09:28,97,3.5,17:09,,1982,,450.10,,,
,00:09:29,96,3.4,17:39,,1982,,451.00,,,
,00:09:30,96,3.4,17:39,,1982,,451.80,,,
,00:09:31,96,3.4,17:39,,1982,,452.80,,,
,00:09:32,95,3.5,17:09,,1982,,453.90,,,
,00:09:33,94,3.5,17:09,,1982,,455.00,,,
,00:09:34,95,3.5,17:09,,1982,,456.20,,,
